"p_ID","Default_Names","Dead_Code","Total_Blocks"
98600151,0,0,4
98600156,0,0,30
98600161,1,0,37
98600164,0,0,3
98600172,1,0,7
98600173,1,0,44
98600179,1,0,40
98600180,1,0,14
98600192,1,0,54
98600193,2,0,19
98600199,0,0,170
98600210,1,0,37
98600217,0,0,2
98600220,10,1,508
98600221,1,0,32
98600229,1,0,8
98600233,0,0,23
98600235,0,0,114
98600251,0,0,3
98600255,1,0,87
98600264,1,0,6
98600265,1,0,8
98600271,1,0,12
98600274,1,0,21
98600275,0,0,36
98600276,1,4,135
98600281,1,0,10
98600284,6,1,128
98600286,0,1,95
98600301,0,0,19
98600303,0,0,95
98600307,1,0,21
98600308,0,0,16
98600313,0,0,50
98600320,0,0,7
98600322,1,1,1
98600325,0,0,227
98600328,1,0,18
98600330,3,0,31
98600334,2,2,162
98600337,0,6,167
98600340,1,0,7
98600352,5,28,604
98600353,23,3,674
98600357,0,1,42
98600364,0,0,170
98600381,2,0,55
98600385,4,0,41
98600389,4,0,55
98600393,2,0,11
98600394,0,0,16
98600400,4,0,96
98600402,0,0,14
98600403,0,0,50
98600406,3,0,10
98600411,0,0,4
98600421,0,0,6
98600426,0,0,18
98600439,2,0,129
98600445,2,0,84
98600448,0,0,8
98600453,1,0,4
98600460,0,0,4
98600462,1,0,404
98600464,30,5,1396
98600468,0,2,37
98600471,0,0,8
98600473,0,2,106
98600476,1,0,55
98600480,0,0,6
98600486,5,0,110
98600488,1,0,15
98600494,5,11,767
98600503,1,0,9
98600515,4,1,18
98600517,1,0,3
98600522,1,0,2
98600525,0,0,25
98600526,0,8,4570
98600527,0,0,46
98600534,0,1,5
98600543,1,0,28
98600559,0,0,35
98600563,0,0,29
98600567,1,0,72
98600570,1,0,240
98600583,32,24,1316
98600588,0,0,13
98600589,1,0,49
98600598,0,4,22
98600599,0,1,21
98600600,1,0,105
98600606,0,0,6
98600611,4,0,48
98600617,0,0,102
98600620,1,1,1
98600621,3,2,447
98600623,2,17,1063
98600627,6,12,679
98600641,1,0,24
98600643,0,0,96
98600649,1,0,15
98600661,0,0,122
98600663,7,9,758
98600686,4,1,97
98600690,0,0,27
98600699,0,0,3
98600701,3,0,38
98600706,1,0,45
98600707,0,1,272
98600708,1,0,16
98600712,2,2,18
98600718,0,0,7
98600730,0,0,6
98600737,0,0,281
98600749,0,0,37
98600750,1,0,32
98600751,0,0,7
98600757,0,0,10
98600759,0,0,61
98600769,13,0,105
98600770,1,5,79
98600773,1,1,75
98600774,0,0,14
98600775,1,1,57
98600783,1,0,730
98600788,3,4,141
98600792,2,3,42
98600797,3,3,73
98600801,2,0,40
98600806,4,7,313
98600808,1,0,59
98600823,0,16,1658
98600827,1,0,5
98600834,2,0,87
98600840,0,0,26
98600851,0,0,2
98600854,0,0,2
98600862,4,2,103
98600865,1,0,5
98600877,0,0,24
98600889,1,0,4
98600900,1,0,10
98600901,6,1,31
98600905,1,0,8
98600911,2,0,98
98600913,1,0,393
98600929,1,0,54
98600930,25,0,437
98600951,0,0,8
98600961,3,0,20
98600982,1,0,21
98600984,0,2,45
98600986,0,0,66
98600989,3,5,62
98600991,2,0,77
98600992,1,0,5
98600993,0,0,4
98600994,0,0,84
98601002,0,0,25
98601005,0,2,76
98601006,0,0,26
98601016,2,0,15
98601019,0,0,61
98601024,0,0,94
98601025,0,0,11
98601026,2,0,61
98601027,2,0,65
98601028,0,0,11
98601032,0,0,81
98601036,1,0,12
98601046,1,2,30
98601048,0,0,2
98601056,0,0,18
98601063,3,0,42
98601065,2,0,73
98601069,0,1,37
98601072,10,0,22
98601077,0,0,94
98601091,17,0,315
98601096,3,0,149
98601100,1,0,2
98601103,0,0,28
98601109,1,0,65
98601116,0,1,91
98601126,1,0,6
98601128,3,0,206
98601146,3,0,136
98601148,8,18,213
98601157,2,0,55
98601165,0,1,91
98601180,1,0,8
98601187,0,0,3
98601190,1,0,38
98601191,2,0,58
98601194,0,0,40
98601201,0,0,48
98601205,1,0,16
98601206,0,0,3
98601207,2,0,59
98601216,0,0,72
98601219,1,0,224
98601221,1,0,4
98601232,0,0,63
98601234,0,3,82
98601243,0,0,61
98601245,1,0,40
98601254,0,0,30
98601255,2,0,33
98601259,0,0,79
98601260,4,0,93
98601263,1,0,21
98601265,2,0,23
98601268,0,0,68
98601278,0,0,9
98601296,0,0,23
98601298,8,0,80
98601303,0,0,10
98601305,1,1,62
98601307,0,0,78
98601314,0,0,72
98601323,0,0,91
98601326,30,2,558
98601330,7,0,59
98601344,8,3,172
98601345,2,0,87
98601348,4,0,62
98601349,0,0,3
98601350,5,0,81
98601355,2,0,56
98601357,1,0,15
98601358,0,0,375
98601368,1,3,2146
98601369,1,0,17
98601374,0,0,85
98601377,1,0,2
98601379,4,0,187
98601387,5,6,278
98601388,3,0,9
98601396,1,0,38
98601400,0,0,7
98601402,6,5,424
98601403,1,1,28
98601407,1,0,22
98601410,0,7,1058
98601411,1,0,3
98601419,0,1,7
98601420,2,0,27
98601428,2,0,47
98601431,2,0,12
98601433,1,0,18
98601443,1,0,4
98601444,0,1,49
98601446,4,2,97
98601449,0,0,32
98601456,0,0,77
98601458,0,0,2
98601460,0,0,52
98601466,2,1,92
98601467,2,0,24
98601472,49,0,721
98601493,0,0,18
98601497,1,5,31
98601503,0,0,462
98601511,1,0,34
98601517,1,1,19
98601523,1,0,5
98601528,1,0,44
98601530,2,0,83
98601535,5,0,42
98601538,2,0,85
98601543,1,0,2
98601548,1,0,92
98601553,1,0,65
98601556,0,1,19
98601558,0,0,3
98601565,1,0,44
98601566,2,0,54
98601567,0,0,64
98601571,1,0,7
98601575,2,0,52
98601581,1,0,6
98601583,0,0,6
98601593,8,0,386
98601594,1,0,39
98601605,0,2,21
98601614,1,0,126
98601615,0,0,7
98601617,0,0,95
98601622,1,0,12
98601630,0,0,2
98601635,0,0,206
98601638,3,0,72
98601641,0,1,110
98601644,0,0,244
98601647,0,0,32
98601654,0,0,17
98601655,5,0,1659
98601657,0,0,245
98601658,1,0,19
98601670,0,0,8
98601678,0,0,52
98601681,5,0,600
98601683,2,0,101
98601684,1,0,114
98601689,1,0,2
98601691,1,0,5
98601692,1,0,4
98601695,1,0,3
98601699,2,0,13
98601709,4,0,35
98601713,0,0,8
98601714,2,0,29
98601715,4,6,145
98601716,2,0,123
98601721,1,2,14
98601725,1,0,2
98601726,0,0,5
98601731,1,0,65
98601732,1,0,32
98601733,0,0,61
98601734,1,2,28
98601739,0,0,3
98601750,0,0,2
98601751,1,0,17
98601753,1,0,16
98601758,1,1,10
98601764,2,1,179
98601767,0,0,2
98601778,0,0,10
98601779,11,5,2091
98601784,0,0,30
98601790,1,0,236
98601791,0,0,34
98601798,0,0,6
98601799,1,0,28
98601804,2,0,534
98601806,1,3,49
98601812,3,0,53
98601817,1,0,3
98601818,1,0,6
98601822,0,0,78
98601826,1,0,2
98601836,0,0,24
98601839,5,0,56
98601858,5,7,9
98601873,2,0,91
98601882,1,0,26
98601883,0,0,54
98601899,2,0,30
98601905,4,0,105
98601906,7,0,59
98601908,1,1,309
98601909,0,1,384
98601918,3,0,48
98601927,3,1,525
98601928,0,1,59
98601932,1,0,4
98601937,1,0,8
98601938,0,0,4
98601940,0,0,17
98601944,0,0,18
98601948,3,0,28
98601949,0,0,4
98601965,0,0,36
98601966,0,0,20
98601974,0,1,7
98601990,0,0,54
98602001,1,0,53
98602004,0,0,8
98602006,0,0,7
98602008,0,0,29
98602011,1,0,92
98602012,2,0,22
98602015,0,0,36
98602021,5,0,24
98602024,1,0,8
98602026,0,0,54
98602028,4,0,12
98602037,0,0,64
98602039,0,0,37
98602045,0,0,14
98602050,30,0,260
98602054,1,0,14
98602060,1,0,92
98602061,0,0,359
98602063,0,2,59
98602065,0,3,350
98602067,7,0,66
98602079,0,0,22
98602080,0,0,4
98602082,0,1,1
98602085,1,0,52
98602091,0,0,26
98602100,0,0,13
98602106,1,0,4
98602107,0,0,34
98602108,1,0,70
98602113,1,0,18
98602120,3,0,41
98602140,0,0,597
98602157,0,0,13
98602162,0,0,26
98602165,1,0,9
98602170,3,1,80
98602181,0,0,3
98602183,1,0,15
98602200,2,0,6
98602211,1,0,33
98602221,1,0,19
98602226,0,0,323
98602229,0,0,10
98602230,2,0,5
98602232,0,0,11
98602246,0,0,55
98602251,1,0,7
98602256,1,0,8
98602257,0,2,65
98602260,0,0,8
98602263,0,0,20
98602268,0,0,10
98602279,0,0,53
98602283,0,0,12
98602288,1,1,94
98602291,0,0,4
98602294,6,2,65
98602296,0,0,6
98602312,4,0,45
98602313,3,0,28
98602318,0,0,20
98602323,1,8,144
98602343,1,1,100
98602344,0,0,38
98602349,1,0,9
98602355,0,0,438
98602359,0,0,24
98602379,3,0,25
98602384,2,0,39
98602386,0,3,129
98602387,1,0,32
98602396,0,0,55
98602398,0,0,8
98602404,0,0,27
98602408,1,0,4
98602409,0,0,25
98602410,0,0,32
98602411,3,5,32
98602415,3,1,39
98602418,0,0,11
98602419,3,0,146
98602422,0,0,86
98602430,1,0,2
98602432,1,0,22
98602434,1,0,24
98602435,0,0,55
98602438,0,0,38
98602446,0,1,40
98602447,1,0,203
98602448,0,0,30
98602453,1,0,4
98602457,2,0,440
98602460,0,0,8
98602473,22,0,198
98602475,1,0,11
98602476,0,0,49
98602481,2,0,123
98602483,0,0,9
98602486,2,1,36
98602506,2,8,107
98602514,6,19,3431
98602529,0,0,3
98602535,1,3,40
98602543,0,0,52
98602545,1,0,102
98602558,1,0,42
98602563,11,8,302
98602567,1,1,46
98602573,1,0,47
98602579,0,0,121
98602585,0,3,1921
98602588,0,0,31
98602591,1,2,56
98602596,2,0,33
98602602,0,1,9
98602604,1,0,6
98602608,0,0,3
98602618,1,0,26
98602627,1,0,27
98602634,0,0,4
98602636,1,1,13
98602651,3,0,17
98602655,0,0,4
98602657,0,0,24
98602660,0,0,91
98602665,4,1,132
98602669,1,0,56
98602671,0,0,39
98602675,0,0,28
98602682,0,0,4
98602687,1,0,10
98602688,1,0,2
98602690,1,0,8
98602701,0,0,7
98602724,5,0,1493
98602726,0,0,28
98602736,1,0,7
98602751,0,1,1
98602758,1,0,63
98602784,1,0,17
98602789,0,0,16
98602810,0,0,6
98602814,1,0,93
98602817,1,0,54
98602819,0,0,139
98602821,0,0,35
98602824,1,0,21
98602844,2,0,30
98602850,0,0,4
98602855,0,0,1204
98602859,1,0,2
98602863,0,0,71
98602864,0,0,3
98602875,1,0,38
98602878,1,0,25
98602879,0,0,686
98602881,61,8,2033
98602887,0,0,7
98602891,1,0,7
98602895,1,0,86
98602897,0,0,17
98602904,0,0,2583
98602905,1,0,8
98602906,1,0,41
98602910,3,0,23
98602911,1,1,12
98602914,1,1,53
98602918,0,1,56
98602928,11,0,62
98602938,0,0,3
98602944,0,0,9
98602945,2,28,5402
98602957,5,0,62
98602959,1,0,10
98602963,1,0,14
98602964,2,1,87
98602970,0,0,26
98602975,1,1,60
98602976,3,0,149
98602983,0,0,24
98602984,0,0,8
98603015,0,0,23
98603017,5,0,284
98603018,1,0,84
98603020,5,2,53
98603021,1,0,27
98603024,2,0,38
98603028,0,0,7
98603039,1,0,15
98603042,1,0,8
98603043,1,0,12
98603063,1,0,28
98603068,2,0,73
98603081,0,0,264
98603084,5,11,786
98603086,1,0,2
98603094,0,0,11
98603097,1,50,520
98603098,1,0,12
98603103,1,5,654
98603105,0,0,47
98603111,2,0,43
98603123,0,0,5
98603131,2,0,27
98603137,0,0,27
98603147,1,0,65
98603151,1,1,34
98603155,0,0,44
98603156,2,0,48
98603157,1,3,90
98603161,1,1,7
98603163,0,0,2
98603171,0,0,7
98603173,0,0,37
98603181,2,0,24
98603193,0,0,10
98603196,0,0,8
98603208,0,1,36
98603223,1,0,36
98603224,1,0,15
98603247,1,0,41
98603248,0,0,43
98603261,5,3,671
98603264,1,0,14
98603265,0,1,102
98603282,0,1,818
98603299,0,0,6
98603308,0,1,22
98603310,0,2,29
98603318,2,0,111
98603322,8,0,63
98603336,2,5,53
98603339,2,0,26
98603344,0,0,6
98603347,1,21,1882
98603356,2,0,39
98603363,0,1,6
98603366,1,0,2
98603368,0,0,10
98603370,1,0,5
98603373,1,0,7
98603377,1,0,50
98603380,0,0,7
98603381,1,0,45
98603382,0,0,25
98603383,0,0,8
98603394,4,0,1901
98603399,6,0,73
98603402,2,0,30
98603409,7,0,449
98603416,1,0,147
98603417,3,0,49
98603419,1,0,15
98603420,2,0,6
98603421,3,0,61
98603426,1,0,24
98603427,0,0,15
98603443,0,1,12
98603444,0,0,21
98603453,1,0,12
98603461,12,0,77
98603463,1,0,6
98603464,1,0,14
98603470,0,0,128
98603481,3,0,178
98603482,1,0,37
98603484,0,0,13
98603517,2,0,77
98603518,1,0,16
98603521,1,0,4
98603522,0,0,2
98603526,2,0,26
98603527,16,0,48
98603533,0,0,25
98603537,1,0,3
98603547,1,0,41
98603556,2,0,114
98603574,0,15,1304
98603575,1,0,10
98603582,1,0,8
98603591,0,0,3
98603595,1,0,5
98603609,2,0,24
98603619,3,0,131
98603620,0,0,9
98603625,0,0,2
98603632,2,0,115
98603634,1,0,4
98603640,0,0,4
98603652,4,0,91
98603656,0,0,43
98603665,1,0,5
98603672,0,0,8
98603678,0,41,4421
98603680,0,0,22
98603684,1,0,26
98603691,1,0,23
98603692,6,0,104
98603696,1,0,29
98603712,1,0,16
98603715,0,0,9
98603716,0,0,2
98603720,5,0,195
98603723,0,0,6
98603724,4,4,155
98603725,0,1,151
98603737,1,1,3
98603738,5,0,17
98603750,1,3,85
98603759,0,1,38
98603762,0,3,34
98603763,0,0,119
98603769,1,0,14
98603771,1,0,17
98603777,3,0,87
98603787,3,0,238
98603789,4,0,60
98603791,0,0,52
98603792,1,0,17
98603801,0,0,32
98603803,0,0,3
98603808,0,1,57
98603812,0,0,119
98603813,1,0,10
98603814,0,0,118
98603816,0,0,119
98603819,0,0,120
98603824,0,0,118
98603829,0,0,65
98603832,1,0,5
98603845,1,0,2
98603847,2,0,23
98603849,0,0,105
98603862,3,0,74
98603880,3,1,52
98603886,1,0,4
98603901,1,0,322
98603906,1,0,9
98603911,0,0,41
98603912,2,0,109
98603913,0,0,58
98603922,0,1,22
98603936,0,0,4
98603943,7,0,301
98603947,2,0,12
98603961,1,3,247
98603969,0,0,6
98603976,1,0,11
98603981,1,0,211
98603989,0,0,15
98604003,0,3,65
98604004,0,0,56
98604007,1,0,27
98604010,0,0,36
98604029,3,0,181
98604037,0,0,30
98604039,0,0,34
98604042,0,0,40
98604049,1,0,10
98604055,2,0,249
98604063,1,0,15
98604068,0,0,3
98604078,1,0,6
98604080,5,0,96
98604081,2,0,83
98604085,4,0,522
98604086,1,0,9
98604092,5,0,19
98604097,1,0,2
98604110,0,0,69
98604112,2,1,88
98604114,0,0,3
98604124,0,0,61
98604126,0,0,4
98604131,0,0,8
98604133,0,0,6
98604137,0,1,60
98604139,0,0,23
98604141,0,0,19
98604144,2,0,19
98604155,1,0,29
98604160,1,0,13
98604163,1,0,32
98604165,0,0,28
98604181,0,5,219
98604189,1,0,28
98604190,1,0,261
98604194,1,1,97
98604198,10,0,127
98604203,2,0,126
98604204,0,0,116
98604206,1,0,7
98604209,1,0,6
98604218,1,0,19
98604223,0,0,27
98604228,0,0,461
98604237,0,0,134
98604238,1,0,6
98604261,1,0,23
98604266,0,0,8
98604270,3,0,22
98604278,0,0,49
98604279,0,1,54
98604290,1,0,4
98604291,1,0,11
98604296,1,0,10
98604302,0,0,352
98604328,2,0,22
98604344,0,0,4
98604351,0,0,582
98604353,1,0,8
98604368,1,1,17
98604379,0,1,27
98604385,0,0,2
98604393,3,0,300
98604394,0,0,155
98604399,1,0,11
98604407,10,0,274
98604411,3,0,6
98604426,0,1,82
98604428,0,0,72
98604433,3,0,73
98604435,0,0,38
98604437,2,6,116
98604442,3,2,455
98604454,1,0,2
98604456,4,2,990
98604457,0,0,3
98604464,1,0,3
98604468,0,0,16
98604474,1,0,71
98604476,0,0,5
98604480,1,0,25
98604482,0,0,142
98604483,1,0,145
98604487,2,0,26
98604490,1,0,35
98604496,1,0,54
98604499,2,0,59
98604500,2,0,105
98604503,0,27,1308
98604508,0,0,155
98604512,1,0,34
98604516,4,0,209
98604524,1,0,63
98604539,1,2,115
98604543,1,0,46
98604550,2,0,13
98604554,2,1,10
98604559,6,0,74
98604560,28,7,610
98604563,6,0,115
98604568,0,0,79
98604578,0,0,344
98604587,2,0,226
98604607,0,0,28
98604611,0,5,271
98604620,4,0,20
98604623,2,0,25
98604625,0,0,17
98604635,0,0,5
98604644,2,0,30
98604645,0,0,3
98604646,0,0,8
98604647,3,0,184
98604666,12,1,116
98604668,1,0,23
98604669,2,0,43
98604671,0,0,2
98604695,1,0,8
98604698,0,0,95
98604703,1,1,12
98604704,0,0,36
98604716,10,2,149
98604721,1,1,249
98604724,0,0,680
98604726,1,0,8
98604737,0,0,91
98604741,9,0,376
98604742,1,0,7
98604743,0,0,82
98604744,1,0,32
98604747,21,17,805
98604757,0,0,10
98604762,0,6,308
98604764,2,0,372
98604765,3,0,28
98604776,1,0,36
98604778,0,0,266
98604782,0,0,8
98604784,4,0,35
98604802,1,0,17
98604806,0,1,94
98604813,1,0,7
98604817,10,1,223
98604826,1,0,2
98604829,9,1,170
98604830,2,1,67
98604833,1,0,19
98604838,0,0,2
98604854,0,0,42
98604864,1,0,5
98604871,3,0,39
98604872,0,0,10
98604874,0,0,11
98604880,1,0,2
98604885,1,0,15
98604906,0,0,77
98604907,7,7,624
98604911,0,0,29
98604912,1,0,89
98604913,1,0,33
98604919,0,0,9
98604921,0,0,328
98604922,1,0,19
98604924,1,0,4
98604936,1,1,283
98604938,4,9,951
98604943,0,0,447
98604945,0,0,26
98604946,1,0,14
98604950,2,0,111
98604953,0,0,5
98604955,0,0,30
98604956,4,2,123
98604958,3,1,95
98604963,1,0,17
98604967,1,0,6
98604971,0,0,10
98604982,0,1,45
98604983,0,0,17
98604988,0,0,28
98604992,1,0,12
98604993,3,0,164
98605004,0,0,22
98605005,1,0,31
98605012,0,0,122
98605018,1,0,25
98605022,0,0,18
98605027,0,0,41
98605028,0,0,71
98605031,0,0,64
98605035,1,0,4
98605041,4,0,26
98605044,1,0,8
98605045,1,0,65
98605046,0,1,32
98605047,1,0,8
98605048,31,2,507
98605068,1,0,2
98605081,0,0,4
98605091,0,0,2
98605096,9,4,699
98605098,1,0,24
98605101,0,0,12
98605105,1,0,98
98605120,0,2,25
98605123,0,3,18
98605124,0,2,32
98605129,3,0,88
98605139,7,5,216
98605141,1,0,29
98605142,1,0,15
98605143,0,0,4
98605160,2,0,115
98605165,1,0,33
98605167,13,0,26
98605176,6,0,80
98605177,2,0,31
98605181,1,2,14
98605182,2,0,23
98605194,2,0,9
98605197,1,0,66
98605198,3,0,43
98605202,1,0,20
98605206,1,0,7
98605210,1,0,16
98605211,0,0,10
98605212,0,0,6
98605214,0,2,14
98605216,0,0,8
98605238,9,0,48
98605241,1,1,64
98605243,0,0,189
98605247,0,0,12
98605248,0,0,158
98605255,1,0,60
98605263,0,0,23
98605272,1,0,20
98605274,0,0,63
98605288,0,2,65
98605295,1,0,5
98605296,3,0,71
98605308,0,0,7
98605310,0,0,31
98605320,0,0,13
98605327,1,5,17
98605328,1,0,29
98605336,1,0,9
98605350,0,2,23
98605351,0,0,96
98605357,1,0,4
98605360,12,35,1112
98605367,0,0,7
98605373,0,0,24
98605375,1,0,11
98605376,0,0,11
98605380,3,0,104
98605386,0,0,15
98605391,0,0,6
98605397,0,1,93
98605401,1,1,67
98605403,0,3,54
98605418,1,0,176
98605422,0,0,12
98605425,1,0,11
98605438,3,0,31
98605446,2,0,757
98605449,1,0,17
98605450,1,0,9
98605453,1,0,76
98605455,0,0,35
98605458,3,0,195
98605473,2,0,15
98605479,5,0,20
98605495,7,0,35
98605501,0,0,359
98605516,0,0,9
98605525,0,0,31
98605530,2,0,118
98605535,1,0,16
98605550,2,1,169
98605551,0,0,48
98605552,3,0,148
98605553,0,0,2
98605557,5,0,27
98605563,0,0,41
98605574,0,0,3
98605594,0,0,2
98605597,0,0,56
98605605,0,9,123
98605611,0,2,121
98605612,0,0,46
98605621,0,0,71
98605627,3,1,79
98605629,1,0,54
98605632,2,0,37
98605633,0,0,2
98605636,20,0,148
98605650,2,0,30
98605653,5,0,30
98605660,0,0,102
98605666,0,0,159
98605669,1,0,575
98605670,1,0,3
98605676,0,1,44
98605679,0,0,97
98605682,1,0,23
98605687,0,0,23
98605693,1,0,6
98605700,1,0,47
98605706,0,4,4946
98605718,0,2,115
98605725,3,7,459
98605727,10,5,72
98605728,6,4,1151
98605733,0,0,25
98605738,0,0,4
98605745,0,0,6
98605746,1,0,54
98605765,11,2,351
98605767,0,0,359
98605770,0,0,24
98605771,0,0,2
98605776,0,0,174
98605794,0,0,117
98605795,0,0,16
98605799,3,0,183
98605803,2,0,9
98605805,1,0,33
98605808,0,0,11
98605815,0,0,15
98605819,1,0,26
98605824,1,0,2
98605826,0,0,2
98605828,3,0,88
98605833,2,0,20
98605837,4,0,18
98605838,0,0,359
98605848,5,0,15
98605859,4,0,522
98605862,3,0,78
98605869,0,1,56
98605877,3,1,96
98605879,1,0,99
98605883,2,0,147
98605891,0,0,122
98605895,1,0,9
98605899,1,0,14
98605901,3,0,230
98605904,0,0,355
98605913,0,0,34
98605914,1,0,8
98605920,1,0,18
98605921,1,0,67
98605927,0,0,5
98605931,0,2,3776
98605932,0,0,17
98605943,1,0,843
98605945,0,0,23
98605946,0,0,129
98605948,2,18,592
98605954,0,0,2
98605960,0,0,2
98605965,1,0,11
98605969,1,0,6
98605978,0,0,15
98605993,9,0,39
98606001,2,0,26
98606010,14,9,285
98606013,3,0,65
98606014,1,0,6
98606026,2,59,2640
98606042,0,0,291
98606045,1,0,4
98606050,1,0,17
98606051,4,0,56
98606055,2,0,18
98606072,1,0,15
98606075,3,2,187
98606091,0,0,30
98606097,9,0,178
98606105,0,0,32
98606115,1,0,46
98606118,1,0,7
98606119,0,0,11
98606146,0,0,250
98606148,0,0,1537
98606159,1,0,21
98606163,2,0,87
98606169,0,0,47
98606170,1,0,8
98606178,0,0,359
98606184,1,0,90
98606186,0,0,6
98606188,1,2,50
98606191,4,0,70
98606195,1,0,8
98606196,5,0,62
98606199,2,18,100
98606214,0,0,4
98606229,0,0,35
98606230,0,0,59
98606233,0,0,3
98606238,1,0,26
98606239,0,0,12
98606250,0,0,5
98606251,0,0,17
98606268,2,1,110
98606270,0,0,69
98606271,0,0,631
98606272,0,0,36
98606274,0,0,537
98606290,2,0,100
98606293,2,0,102
98606299,0,0,4
98606307,2,0,71
98606311,2,0,8
98606322,2,1,34
98606323,0,0,3
98606326,0,0,335
98606327,1,0,4
98606330,0,0,166
98606333,0,0,3
98606338,0,5,18
98606356,3,2,222
98606359,0,0,4
98606363,0,0,7
98606367,0,0,60
98606370,21,0,391
98606371,0,0,3
98606380,0,0,71
98606393,1,0,37
98606395,0,0,3
98606400,0,0,12
98606402,1,2,24
98606405,1,0,10
98606409,0,0,10
98606428,0,1,128
98606429,1,0,101
98606433,1,0,4
98606455,0,0,6
98606459,0,0,54
98606461,3,0,38
98606466,1,0,153
98606469,0,0,35
98606471,0,0,16
98606473,0,0,20
98606479,1,2,19
98606483,1,1,92
98606489,3,0,120
98606496,4,6,194
98606508,2,0,49
98606513,0,0,6
98606514,1,0,13
98606517,0,0,6
98606529,1,0,6
98606531,0,0,6
98606535,0,0,10
98606537,3,8,447
98606540,13,0,116
98606542,0,0,77
98606558,9,0,4990
98606559,1,0,15
98606560,1,0,2
98606563,1,0,8
98606569,20,3,1191
98606582,4,0,82
98606583,0,0,46
98606594,2,0,23
98606595,0,0,2
98606597,0,1,49
98606608,1,1,66
98606609,0,0,359
98606610,6,0,53
98606614,0,0,12
98606618,0,0,22
98606621,0,0,5
98606631,0,0,3
98606635,1,0,18
98606639,0,0,359
98606641,2,0,132
98606648,1,0,5
98606650,1,0,8
98606656,8,14,191
98606660,0,0,4
98606670,1,0,6
98606677,2,0,45
98606679,0,0,22
98606685,0,0,27
98606687,4,1,93
98606715,0,0,51
98606720,1,0,7
98606723,0,1,6
98606736,1,5,54
98606739,0,0,88
98606741,0,0,6
98606746,1,0,7
98606749,1,0,13
98606758,0,0,112
98606762,3,0,187
98606776,0,0,54
98606780,1,0,3
98606783,1,0,5
98606785,0,0,4
98606794,2,1,176
98606822,0,0,36
98606825,1,0,26
98606829,0,0,6
98606830,0,0,359
98606843,0,0,185
98606848,1,0,156
98606860,3,0,125
98606865,0,0,3
98606866,3,0,235
98606886,0,1,18
98606892,1,0,25
98606895,1,0,11
98606896,0,0,46
98606903,3,2,68
98606906,1,1,65
98606908,1,0,12
98606911,1,0,12
98606929,1,0,30
98606936,1,2,40
98606938,0,0,16
98606939,0,0,5
98606946,4,0,54
98606950,0,0,4
98606954,0,0,7
98606955,0,0,19
98606967,0,0,8
98606969,2,0,13
98606971,0,0,129
98606975,0,0,359
98606983,0,0,6
98606995,0,0,47
98606999,1,0,29
98607024,0,0,28
98607039,0,0,31
98607042,1,0,3
98607049,0,3,5288
98607055,0,2,111
98607062,1,1,100
98607064,1,0,22
98607066,2,0,22
98607067,7,1,447
98607071,11,8,2264
98607087,0,0,10
98607094,1,0,10
98607095,0,2,135
98607100,0,0,7
98607104,4,1,1232
98607112,1,0,124
98607128,16,8,1653
98607131,0,0,99
98607134,3,0,41
98607140,1,0,17
98607144,0,0,2
98607152,1,0,12
98607156,0,0,79
98607157,1,0,8
98607160,1,0,110
98607169,0,0,9
98607177,0,0,29
98607178,0,1,20
98607181,2,0,8
98607184,0,0,6
98607200,0,0,5
98607201,0,0,28
98607203,0,0,10
98607206,0,0,16
98607210,1,0,59
98607212,0,1,57
98607213,0,0,40
98607219,0,0,3
98607223,1,1,69
98607263,1,5,315
98607268,0,5,271
98607279,1,0,22
98607283,0,1,95
98607287,1,0,17
98607295,1,0,18
98607299,3,0,40
98607300,0,0,505
98607303,1,0,58
98607307,0,0,6
98607309,0,0,25
98607311,1,0,11
98607315,4,0,22
98607320,0,0,204
98607332,0,0,2
98607339,1,0,7
98607355,1,1,1072
98607358,1,1,98
98607372,1,0,8
98607374,0,0,89
98607375,1,0,5
98607380,0,0,10
98607381,1,0,60
98607383,0,6,1596
98607389,1,0,19
98607391,0,0,29
98607394,0,1,378
98607403,0,0,9
98607408,2,0,19
98607410,0,0,6
98607424,1,0,12
98607425,0,0,2
98607426,5,36,3113
98607429,3,0,60
98607439,1,0,2104
98607440,0,0,4
98607443,3,0,23
98607449,0,0,41
98607455,0,0,4
98607458,95,0,453
98607459,1,0,6
98607463,0,0,16
98607464,1,0,3
98607472,0,0,9
98607476,2,1,76
98607478,2,0,16
98607480,0,0,14
98607494,1,0,4
98607498,2,0,40
98607500,5,0,368
98607502,1,0,6
98607507,3,0,240
98607510,1,0,49
98607524,0,0,10
98607526,3,0,26
98607530,4,0,61
98607531,1,0,12
98607536,0,0,32
98607546,0,0,21
98607556,1,1,8
98607571,2,0,22
98607575,5,2,435
98607590,0,0,359
98607592,0,0,38
98607603,0,2,19
98607614,1,0,180
98607615,1,2,17
98607618,1,0,52
98607620,0,0,9
98607631,7,1,26
98607634,0,0,7
98607639,0,0,101
98607645,6,0,34
98607660,0,0,359
98607662,0,0,18
98607670,8,0,24
98607672,2,0,135
98607678,0,0,36
98607681,1,0,77
98607706,0,1,1627
98607714,0,1,18
98607717,1,0,4
98607719,0,0,32
98607722,0,0,4
98607735,0,0,130
98607743,12,2,202
98607744,0,0,21
98607750,1,0,13
98607751,0,0,53
98607758,0,1,9
98607764,0,0,28
98607768,0,0,81
98607774,10,0,68
98607777,0,0,244
98607787,3,13,307
98607799,0,0,5
98607805,1,0,8
