"p_ID","Default_Names","Dead_Code","Total_Blocks"
98870181,0,0,45
98870187,1,0,8
98870199,0,1,30
98870200,9,0,115
98870213,1,0,12
98870218,1,0,8
98870240,0,0,4
98870277,0,0,15
98870286,0,0,21
98870295,0,0,28
98870300,0,2,51
98870302,1,0,6
98870303,1,0,7
98870312,0,0,30
98870326,1,0,12
98870327,0,16,1658
98870364,0,0,125
98870380,1,0,30
98870406,0,0,13
98870410,1,0,12
98870443,0,0,33
98870448,0,1,52
98870493,1,0,14
98870546,6,0,263
98870553,1,0,123
98870563,0,2,462
98870566,6,0,270
98870593,17,8,876
98870596,1,0,33
98870606,1,0,7
98870614,0,1,13
98870627,0,0,15
98870637,0,1,10
98870645,1,0,35
98870654,0,0,229
98870674,1,1,65
98870687,1,0,312
98870701,0,0,3
98870706,0,1,209
98870720,1,40,4364
98870729,0,0,54
98870737,0,0,169
98870739,0,0,21
98870748,1,0,7
98870752,1,0,26
98870764,1,0,38
98870766,5,4,213
98870776,0,2,30
98870779,1,0,20
98870786,0,0,15
98870815,0,0,32
98870816,0,1,364
98870829,1,0,35
98870838,0,0,30
98870848,23,0,193
98870864,2,0,24
98870865,0,1,11
98870883,1,0,24
98870887,0,0,8
98870894,2,0,6
98870896,0,0,7
98870919,1,10,26988
98870922,1,1,4
98870952,12,69,2723
98870956,1,0,27
98870962,1,0,76
98870963,2,1,50
98870971,1,1,1
98870972,0,0,16
98870979,0,0,11
98870984,1,0,27
98870985,1,0,7
98871001,1,1,37
98871007,1,0,25
98871009,1,0,6
98871012,0,0,36
98871013,0,0,29
98871016,0,0,30
98871029,0,0,27
98871072,0,2,15
98871078,1,0,7
98871087,1,1,22
98871090,0,0,23
98871099,1,0,10
98871104,0,0,40
98871109,10,0,187
98871114,3,0,44
98871124,2,0,49
98871133,0,0,13
98871158,0,0,66
98871160,0,0,143
98871164,0,8,4570
98871173,0,0,2
98871209,0,0,2
98871261,0,0,19
98871262,0,0,55
98871279,1,0,6
98871285,1,0,28
98871293,0,0,184
98871343,0,0,32
98871348,0,0,18
98871349,0,0,4
98871352,1,0,8
98871354,1,0,78
98871359,0,0,18
98871384,0,0,12
98871430,0,1,22
98871439,15,1,231
98871444,0,0,30
98871447,0,0,49
98871455,1,0,25
98871488,0,0,15
98871492,0,0,12
98871506,0,1,611
98871588,1,1,12
98871598,0,0,68
98871601,1,0,27
98871605,4,0,90
98871614,1,0,6
98871615,1,0,37
98871625,0,1,1
98871641,9,47,581
98871656,7,1,44
98871719,22,1,433
98871721,1,0,102
98871728,0,0,24
98871729,0,1,76
98871737,1,2,27
98871754,0,0,18
98871799,0,0,20
98871811,1,0,107
98871817,0,0,22
98871819,0,0,761
98871835,0,0,99
98871847,0,0,61
98871855,0,0,30
98871860,2,0,14
98871882,0,0,4
98871899,1,0,18
98871902,0,0,2
98871911,0,0,720
98871935,2,0,68
98871936,1,0,83
98871974,0,0,304
98871977,9,0,61
98871982,1,0,6
98871987,0,2,1386
98871990,1,0,10
98871994,1,0,14
98871998,0,0,6
98872051,3,1,119
98872056,1,0,44
98872057,0,0,4
98872060,0,0,6
98872064,1,0,5
98872069,0,0,10
98872073,5,0,245
98872083,1,0,7
98872101,0,0,87
98872133,1,0,9
98872134,1,0,20
98872150,1,1,14
98872152,1,0,7
98872155,1,9,146
98872161,0,0,14
98872168,0,0,26
98872172,1,0,12
98872193,1,0,15
98872229,1,0,12
98872233,1,0,91
98872285,0,0,7
98872287,0,0,6
98872293,1,0,39
98872294,0,0,39
98872303,0,5,7431
98872319,5,0,81
98872349,1,0,13
98872353,0,0,19
98872356,1,0,21
98872367,0,0,72
98872373,1,1,118
98872386,3,0,39
98872396,1,0,7
98872397,6,0,237
98872424,2,0,32
98872427,4,0,76
98872461,0,0,14
98872469,4,0,87
98872473,1,0,16
98872480,1,0,14
98872484,0,0,25
98872493,0,0,20
98872494,2,1,17
98872497,1,0,14
98872512,0,0,15
98872513,0,0,10
98872514,0,0,16
98872518,0,0,10
98872522,1,0,16
98872525,1,0,18
98872526,1,0,22
98872528,3,5,4078
98872534,1,0,39
98872537,3,0,107
98872546,0,0,9
98872549,1,0,71
98872552,0,0,20
98872555,0,1,51
98872565,1,0,14
98872597,2,0,414
98872600,0,0,70
98872602,1,0,22
98872612,0,0,13
98872618,1,0,6
98872623,0,0,14
98872625,0,1,18
98872634,0,0,106
98872664,1,0,14
98872674,0,0,35
98872681,1,0,6
98872684,0,0,24
98872685,0,5,22
98872701,1,0,16
98872711,0,0,19
98872743,2,0,13
98872746,1,0,64
98872772,1,0,4
98872777,1,0,28
98872780,0,1,1010
98872789,1,0,14
98872791,0,12,1303
98872793,1,0,15
98872831,0,0,61
98872849,1,0,8
98872856,1,0,12
98872859,1,0,5
98872870,1,0,7
98872884,0,0,3
98872894,2,1,113
98872898,1,0,17
98872912,0,0,37
98872918,21,0,281
98872919,3,0,47
98872920,3,0,54
98872934,1,0,7
98872943,0,0,19
98872944,1,2,57
98872947,1,0,28
98872955,1,0,7
98872963,0,0,3
98872972,0,0,31
98872978,1,0,40
98872980,1,0,7
98873019,0,0,21
98873028,0,1,19
98873034,0,0,27
98873038,2,0,143
98873044,0,0,24
98873050,0,0,25
98873121,1,0,12
98873140,1,0,22
98873142,1,0,15
98873158,0,2,64
98873161,0,0,6
98873173,0,0,7
98873183,0,2,53
98873203,1,0,22
98873213,1,0,19
98873220,0,0,24
98873223,1,0,15
98873229,1,0,64
98873242,0,0,42
98873245,0,0,35
98873246,0,0,11
98873257,0,0,19
98873259,0,2,29
98873267,1,5,24
98873268,0,4,30
98873272,0,0,22
98873279,0,0,128
98873280,0,0,104
98873289,0,0,19
98873300,0,0,128
98873303,0,0,127
98873311,0,0,127
98873317,0,0,127
98873319,0,0,84
98873322,0,0,127
98873327,0,0,126
98873333,0,0,22
98873334,0,0,35
98873351,0,0,36
98873357,2,0,57
98873361,1,0,54
98873362,0,0,19
98873376,0,0,106
98873380,1,0,10
98873381,0,1,53
98873388,1,0,122
98873417,0,3,81
98873426,1,0,5
98873435,1,0,2
98873447,1,0,16
98873448,3,1,81
98873450,1,4,11
98873456,3,3,96
98873458,1,0,7
98873473,1,0,18
98873491,0,0,128
98873492,0,0,41
98873499,1,0,7
98873500,1,0,8
98873501,1,1,20
98873509,13,34,1239
98873542,1,0,234
98873567,0,2,26
98873570,0,3,23
98873571,0,0,19
98873574,0,1,20
98873586,1,0,129
98873609,0,0,201
98873610,0,0,21
98873614,0,0,91
98873629,1,0,98
98873635,0,0,31
98873636,0,0,19
98873641,0,0,11
98873647,0,0,125
98873658,0,0,20
98873678,0,11,3101
98873682,0,0,19
98873687,0,0,36
98873689,0,0,66
98873709,0,1,35
98873718,0,0,23
98873734,1,0,114
98873735,0,0,57
98873753,1,1,17
98873769,1,0,25
98873779,0,2,97
98873802,0,0,105
98873809,1,0,55
98873835,2,0,156
98873840,1,0,30
98873847,0,0,17
98873859,0,0,66
98873884,0,0,28
98873930,0,0,89
98873944,0,0,72
98873975,0,0,6
98873989,0,0,38
98873992,1,0,15
98874004,0,0,6
98874027,0,0,16
98874029,0,0,32
98874041,0,0,76
98874045,0,0,12
98874060,1,0,42
98874061,1,2,8
98874063,0,0,23
98874084,0,3,28
98874093,0,0,12
98874096,0,0,11
98874103,0,2,23
98874108,0,0,74
98874109,0,0,7
98874117,0,1,206
98874123,0,3,12
98874124,1,0,35
98874127,1,0,47
98874131,0,0,46
98874141,0,0,71
98874146,2,0,27
98874164,0,0,10
98874177,0,0,598
98874196,0,0,19
98874199,6,0,599
98874207,3,5,173
98874218,0,0,50
98874226,3,2,2173
98874229,0,0,25
98874239,0,0,9
98874240,0,0,9
98874256,2,0,49
98874260,0,0,11
98874295,5,7,319
98874297,0,0,8
98874304,1,0,18
98874315,0,0,66
98874322,0,1,157
98874362,0,0,52
98874366,0,0,17
98874370,1,0,39
98874400,0,0,6
98874445,1,0,36
98874447,0,0,38
98874448,0,2,2
98874452,2,0,89
98874456,1,0,36
98874463,1,0,113
98874477,0,0,39
98874490,0,0,4
98874514,0,0,32
98874524,1,0,61
98874574,0,0,178
98874585,0,0,4
98874588,1,0,65
98874591,18,0,74
98874593,1,0,53
98874627,0,0,4
98874638,0,0,49
98874648,0,0,4
98874694,1,0,12
98874695,11,0,287
98874717,1,0,10
98874733,0,0,15
98874742,0,1,33
98874749,0,0,41
98874751,0,0,8
98874780,0,0,197
98874812,27,1,310
98874828,0,0,62
98874830,0,0,59
98874835,0,1,61
98874837,0,0,44
98874864,0,0,44
98874890,2,0,54
98874897,0,0,151
98874904,1,0,19
98874908,0,0,22
98874935,0,0,36
98874976,1,0,21
98875029,0,0,71
98875033,0,0,5
98875036,0,0,6
98875048,0,1,23
98875066,0,0,72
98875067,0,0,187
98875073,0,0,4
98875082,0,0,37
98875090,0,0,12
98875129,0,0,130
98875147,0,0,142
98875150,0,0,50
98875161,1,0,7
98875162,0,0,11
98875168,0,3,217
98875178,0,0,50
98875181,1,0,44
98875184,0,0,19
98875187,0,1,6
98875192,0,1,117
98875200,0,0,47
98875225,0,0,226
98875235,0,0,43
98875262,0,1,225
98875273,0,0,8
98875275,0,0,16
98875306,1,0,32
98875319,1,0,8
98875320,0,0,62
98875329,0,0,33
98875333,1,0,16
98875334,1,0,21
98875338,1,2,14
98875346,1,0,8
98875349,0,0,36
98875362,0,0,35
98875364,1,0,6
98875368,1,0,7
98875395,0,0,67
98875402,1,0,13
98875408,1,1,22
98875423,1,0,63
98875425,1,0,24
98875428,0,0,229
98875432,0,1,124
98875435,1,0,4
98875436,1,0,44
98875438,1,0,7
98875463,1,0,7
98875464,0,0,98
98875470,0,0,22
98875471,0,0,27
98875475,0,2,25
98875479,16,0,398
98875487,0,0,5
98875490,1,0,25
98875528,0,0,30
98875540,0,0,17
98875546,0,0,72
98875548,2,0,116
98875549,0,0,231
98875552,2,0,44
98875556,0,0,18
98875562,0,0,13
98875571,0,0,19
98875576,0,0,37
98875596,0,0,12
98875597,0,44,1005
98875618,0,0,9
98875660,0,3,3
98875691,1,0,9
98875693,1,0,12
98875697,0,0,36
98875722,0,0,6
98875729,1,0,11
98875747,0,0,25
98875753,1,0,138
98875759,0,0,40
98875763,1,0,8
98875773,1,1,8
98875788,6,51,1913
98875798,4,0,60
98875804,0,0,9
98875805,0,0,26
98875812,0,0,57
98875820,0,0,29
98875823,1,0,4
98875827,0,0,14
98875862,0,0,9
98875871,0,2,2399
98875892,0,0,4
98875893,1,0,6
98875894,0,0,12
98875901,1,0,40
98875915,1,1,11
98875920,0,0,6
98875926,0,0,141
98875936,0,0,19
98875954,0,0,34
98875957,0,0,4
98875965,0,0,10
98875974,0,0,10
98875986,46,6,1993
98875988,1,0,7
98875989,1,0,41
98876001,1,0,32
98876005,3,4,1163
98876018,4,0,247
98876030,0,0,4
98876078,4,0,85
98876102,0,0,96
98876154,0,0,137
98876170,1,5,1026
98876173,1,0,19
98876193,1,0,8
98876196,2,0,11
98876198,0,0,66
98876210,0,0,12
98876261,1,1,24
98876281,0,0,37
98876310,0,0,66
98876312,6,1,158
98876316,5,1,616
98876329,1,0,8
98876363,0,0,133
98876365,3,0,11
98876382,0,0,216
98876389,0,0,19
98876391,1,4,50
98876407,1,0,12
98876412,0,1,18
98876415,0,0,33
98876420,0,0,67
98876433,0,1,203
98876455,1,1,25
98876461,0,0,65
98876496,1,1,23
98876510,1,0,24
98876520,1,1,32
98876536,1,0,8
98876547,0,0,23
98876570,1,0,24
98876599,0,0,101
98876601,4,0,31
98876606,0,0,64
98876608,0,0,5
98876651,0,0,9
98876669,1,1,21
98876676,1,0,70
98876686,0,0,88
98876691,0,0,27
98876702,1,0,35
98876708,0,2,23
98876718,0,0,54
98876727,0,0,14
98876728,0,1,19
98876753,2,0,14
98876786,1,0,158
98876793,4,0,59
98876794,1,1,210
98876797,0,0,112
98876800,1,0,11
98876807,0,1,11
98876811,0,0,52
98876823,0,1,29
98876859,0,0,4
98876866,1,0,23
98876872,0,0,53
98876881,1,0,61
98876899,0,0,66
98876906,0,1,7
98876935,4,1,31
98876947,0,0,66
98876962,2,0,37
98877039,1,0,131
98877062,0,0,268
98877080,16,0,291
98877097,0,1,18
98877101,0,1,23
98877115,16,9,345
98877156,0,0,67
98877171,2,0,26
98877184,1,0,53
98877187,2,0,191
98877197,0,1,9
98877237,0,0,15
98877241,1,1,24
98877243,7,1,105
98877247,0,0,41
98877285,1,0,75
98877287,0,0,26
98877291,1,0,91
98877313,0,0,10
98877322,0,0,30
98877324,1,0,6
98877396,0,0,26
98877400,1,1,1
98877415,0,0,14
98877419,0,0,43
98877425,0,0,80
98877434,0,1,54
98877450,1,0,12
98877452,0,0,12
98877458,0,0,10
98877470,0,0,3
98877480,0,4,80
98877498,0,5,926
98877505,1,0,25
98877506,0,0,106
98877525,0,0,12
98877539,1,0,125
98877540,1,0,41
98877544,0,0,10
98877545,1,2,37
98877548,0,0,12
98877549,1,0,98
98877553,0,1,23
98877556,0,2,24
98877573,0,0,7
98877576,0,0,25
98877582,3,1,1219
98877583,0,0,21
98877608,1,0,18
98877610,4,1,239
98877632,0,0,23
98877635,0,0,10
98877664,0,0,25
98877675,0,0,20
98877692,1,0,13
98877702,7,0,50
98877726,1,0,7
98877729,0,0,23
98877739,0,0,12
98877740,0,0,10
98877800,0,1,76
98877809,2,0,6
98877822,1,0,11
98877850,0,0,14
98877857,0,0,23
98877863,1,0,11
98877869,1,0,43
98877886,0,0,138
98877892,1,0,33
98877941,0,0,5
98877990,0,0,20
98878025,1,0,14
98878041,0,0,38
98878049,0,0,20
98878059,0,0,23
98878060,0,0,21
98878064,0,0,20
98878069,1,0,42
98878075,0,0,22
98878076,1,0,13
98878116,0,0,127
98878117,0,0,25
98878127,0,0,23
98878134,2,0,98
98878140,0,0,10
98878146,0,0,19
98878152,0,0,26
98878156,1,0,155
98878161,0,0,9
98878168,0,0,8
98878181,0,0,11
98878182,0,0,15
98878206,0,0,20
98878209,0,0,23
98878216,0,0,32
98878217,0,0,8
98878224,0,2,22
98878226,0,0,54
98878236,0,0,16
98878254,0,0,109
98878259,0,0,23
98878263,0,7,4561
98878267,0,0,29
98878268,0,0,11
98878279,0,1,22
98878290,0,0,63
98878314,0,0,9
98878336,1,0,30
98878342,0,0,2
98878362,0,0,29
98878363,0,0,7
98878393,0,0,48
98878395,0,0,19
98878409,0,0,54
98878443,0,0,13
98878449,6,0,271
98878451,1,0,7
98878459,1,0,36
98878471,9,0,30
98878510,0,0,14
98878516,0,0,230
98878530,1,0,3
98878540,0,0,9
98878558,0,0,80
98878571,1,0,6
98878599,0,0,4
98878609,1,0,6
98878673,0,0,10
98878691,0,1,6
98878702,0,0,12
98878706,3,0,386
98878709,2,1,32
98878721,6,1,242
98878748,0,0,10
98878750,1,0,36
98878755,1,0,18
98878773,1,0,14
98878775,0,0,20
98878782,0,0,59
98878826,1,0,9
98878830,0,1,9
98878831,0,0,8
98878859,0,0,41
98878880,0,0,123
98878889,1,0,14
98878893,2,0,46
98878896,2,0,34
98878902,1,0,22
98878914,1,0,4
98878917,0,0,8
98878933,0,0,23
98878943,1,13,1559
98878966,8,0,135
98878976,1,0,10
98878977,1,0,87
98878991,0,0,115
98879000,0,0,7
98879041,10,1,380
98879057,1,0,42
98879067,0,0,34
98879140,0,0,26
98879147,1,0,2
98879151,0,0,8
98879169,1,0,4
98879199,2,0,168
98879204,1,0,26
98879210,2,1,21
98879212,0,0,21
98879220,0,0,16
98879222,0,0,10
98879224,3,0,14
98879231,1,0,4
98879244,0,0,28
98879253,2,2,50
98879256,1,0,22
98879263,1,0,82
98879265,0,0,23
98879274,0,4,80
98879277,1,0,18
98879278,1,0,84
98879281,1,0,14
98879288,23,0,278
98879295,1,0,7
98879303,0,0,38
98879321,0,1,67
98879331,0,0,30
98879361,0,0,22
98879371,0,0,41
98879381,1,0,17
98879384,0,0,23
98879397,0,0,76
98879399,1,0,27
98879407,1,0,70
98879424,0,2,19
98879425,1,0,25
98879437,2,0,22
98879455,0,0,8
98879461,0,0,49
98879475,0,0,49
98879477,1,0,18
98879496,0,0,4
98879520,4,3,63
98879521,0,1,8
98879537,0,0,8
98879546,1,0,28
98879556,0,0,38
98879564,0,0,8
98879571,2,0,15
98879589,0,0,87
98879599,0,0,14
98879602,0,0,6
98879603,1,2,14
98879604,2,2,100
98879624,6,2,481
98879625,0,0,16
98879633,20,0,291
98879635,21,0,277
98879639,1,0,6
98879652,1,0,22
98879672,3,0,71
98879675,1,0,41
98879686,1,1,15
98879693,1,0,17
98879696,0,0,25
98879709,0,2,14
98879717,1,0,17
98879722,0,0,36
98879724,0,0,8
98879735,1,0,31
98879761,0,0,10
98879792,0,0,40
98879796,1,0,89
98879830,0,0,2
98879844,1,0,19
98879854,2,0,46
98879865,2,0,6
98879869,0,1,17
98879978,3,0,41
98879980,2,1,57
98879989,0,0,28
98880005,0,0,6
98880006,1,0,5
98880015,0,0,27
98880021,0,0,24
98880028,0,2,14
98880057,0,0,18
98880066,0,0,9
98880072,0,0,10
98880075,1,1,25
98880078,1,0,6
98880090,0,0,13
98880094,1,0,19
98880095,0,0,42
98880120,8,0,40
98880133,0,0,3
98880139,0,0,26
98880154,1,0,41
98880177,3,0,78
98880190,0,0,6
98880227,1,0,20
98880232,0,0,4
98880244,0,16,1654
98880259,0,0,4
98880277,1,0,23
98880287,0,0,137
98880298,1,0,6
98880327,0,0,25
98880331,0,0,44
98880344,1,0,20
98880347,0,0,46
98880352,1,1,15
98880379,0,0,161
98880393,0,0,22
98880394,1,0,25
98880395,0,0,8
98880396,0,1,57
98880401,0,1,60
98880409,0,0,58
98880423,0,1,60
98880428,0,1,63
98880429,0,0,53
98880430,0,1,53
98880434,0,1,57
98880440,0,1,60
98880483,1,0,62
98880488,0,1,60
98880515,0,12,321
98880525,1,0,17
98880550,0,0,22
98880573,0,0,16
98880586,1,0,42
98880605,0,1,61
98880608,0,0,4
98880624,0,0,71
98880645,1,0,29
98880681,0,6,10
98880685,1,0,275
98880690,1,0,26
98880699,0,0,26
98880707,1,0,24
98880708,0,1,51
98880711,0,0,11
98880713,0,1,8
98880714,1,0,71
98880722,0,0,2
98880735,0,1,51
98880750,0,1,93
98880752,1,0,56
98880755,0,0,32
98880756,0,0,10
98880775,1,0,13
98880777,2,0,62
98880792,0,0,7
98880829,0,1,93
98880834,1,0,6
98880852,3,20,211
98880856,0,1,38
98880863,1,0,41
98880870,0,1,429
98880879,1,0,85
98880882,1,0,51
98880903,1,0,25
98880904,0,0,3
98880913,0,0,29
98880914,1,0,13
98880915,0,1,93
98880917,1,0,29
98880918,0,0,13
98880921,0,0,60
98880935,4,5,236
98880964,0,1,8
98881003,0,0,9
98881009,0,0,27
98881037,1,0,14
98881069,1,0,91
98881075,1,0,30
98881076,1,2,46
98881080,3,0,136
98881098,0,0,39
98881102,0,0,4
98881105,1,0,46
98881138,0,0,122
98881140,1,0,53
98881144,1,0,5
98881157,4,0,47
98881168,0,0,28
98881179,0,1,93
98881190,2,1,36
98881201,0,1,76
98881203,1,0,35
98881208,1,1,15
98881213,1,0,2
98881235,0,0,12
98881244,1,0,23
98881253,1,0,8
98881260,2,0,38
98881282,1,1,15
98881297,0,0,25
98881302,1,0,5
98881340,1,0,53
98881349,0,1,129
98881357,1,0,86
98881369,0,0,15
98881379,1,0,26
98881382,0,0,17
98881385,0,0,58
98881392,0,0,31
98881398,1,0,53
98881412,0,1,1
98881416,0,0,49
98881421,1,0,6
98881425,1,0,6
98881442,0,1,25
98881451,3,4,176
98881454,0,1,356
98881464,1,0,331
98881505,0,0,6
98881515,1,0,56
98881525,4,0,504
98881528,1,0,234
98881533,1,0,25
98881542,0,31,2137
98881557,0,0,29
98881668,6,1,21
98881672,2,2,9
98881682,0,0,5
98881687,0,0,15
98881699,0,0,18
98881706,0,82,3475
98881707,3,0,26
98881713,0,0,53
98881722,0,0,26
98881744,0,0,4361
98881751,2,0,22
98881753,0,0,99
98881769,1,0,42
98881802,1,2,245
98881803,2,1,29
98881821,1,0,348
98881824,3,2,92
98881833,1,1,12
98881838,1,0,41
98881856,0,0,18
98881863,0,0,6
98881875,4,33,797
98881880,0,0,19
98881903,1,0,6
98881905,1,0,17
98881919,0,0,30
98881969,2,1,37
98881989,0,0,153
98882010,1,1,104
98882019,1,0,4
98882033,1,0,844
98882057,1,0,8
98882060,1,0,4
98882066,1,0,6
98882078,0,0,5
98882085,0,0,178
98882110,0,0,14
98882136,0,0,20
98882140,1,0,44
98882144,5,0,49
98882147,1,0,21
98882164,1,0,31
98882165,0,0,31
98882166,0,3,255
98882247,2,1,8
98882249,1,0,58
98882269,3,0,229
98882277,1,0,8
98882286,1,0,4
98882300,1,0,48
98882332,1,0,16
98882350,0,0,68
98882362,0,0,25
98882381,0,0,8
98882384,0,0,116
98882406,0,0,6
98882420,0,0,28
98882448,1,0,10
98882453,2,0,12
98882465,0,0,3
98882474,0,1,104
98882485,0,0,12
98882486,0,0,21
98882490,0,1,20
98882513,1,0,17
98882527,1,4,25
98882528,0,2,23
98882545,1,0,62
98882589,0,0,18
98882593,1,0,17
98882600,2,0,131
98882624,0,1,11
98882649,0,0,17
98882672,2,0,54
98882677,9,0,98
98882678,0,0,949
98882682,0,0,3
98882683,0,1,13
98882695,0,1,2420
98882706,0,0,2
98882721,1,0,178
98882724,0,0,18
98882732,1,0,106
98882743,0,0,98
98882746,1,0,12
98882753,4,15,279
98882757,1,1,9
98882775,0,1,23
98882788,1,11,652
98882825,1,0,17
98882829,1,0,13
98882837,1,0,4
98882847,1,0,8
98882861,1,0,18
98882880,0,0,2
98882890,1,0,54
98882893,1,0,13
98882895,0,0,17
98882904,0,0,118
98882933,19,7,874
98882952,1,0,21
98882962,0,1,60
98882963,1,1,13
98882979,0,0,50
98882985,0,0,13
98882986,0,0,44
98882987,0,0,55
98882997,10,20,414
98883012,1,0,8
98883021,0,0,59
98883027,0,0,10
98883028,8,1,7846
98883060,0,0,142
98883114,0,0,10
98883119,1,0,22
98883154,0,0,11
98883160,2,0,15
98883168,1,0,9
98883172,1,0,3
98883176,0,0,12
98883178,0,0,2
98883189,0,0,13
98883200,0,7,6222
98883249,1,0,127
98883255,0,0,3
98883272,0,1,18
98883273,24,10,1539
98883277,1,1,3
98883285,0,0,120
98883286,0,0,16
98883289,0,0,71
98883310,0,2,162
98883335,0,0,15
98883343,0,1,33
98883384,0,0,18
98883393,1,0,242
98883416,0,0,24
98883437,1,0,65
98883447,0,0,9
98883451,0,0,8
98883457,0,0,8
98883461,0,0,43
98883472,3,1,580
98883479,0,0,116
98883481,1,0,6
98883484,1,0,18
98883498,0,0,8
98883512,4,0,32
98883521,0,0,27
98883550,1,1,30
98883580,0,0,4
98883583,1,0,4
98883592,0,0,3
98883608,0,1,47
98883609,1,0,15
98883615,1,0,25
98883617,1,0,161
98883628,0,0,15
98883655,0,0,25
98883659,1,0,11
98883660,1,1,12
98883686,0,0,16
98883690,0,0,30
98883741,1,0,10
98883743,0,0,10
98883749,1,0,40
98883769,1,0,2
98883779,0,0,14
98883786,1,0,27
98883794,0,0,183
98883839,0,0,441
98883853,0,0,29
98883861,0,0,9
98883878,2,0,47
98883896,0,0,128
98883903,1,0,68
98883917,0,7,122
98883922,1,0,12
98883940,1,0,34
98883948,0,0,56
98883975,1,0,12
98883996,0,0,15
98884003,1,0,14
98884033,0,0,140
98884034,10,0,61
98884055,2,0,17
98884079,0,1,27
98884080,0,0,16
98884086,1,0,16
98884098,0,1,12
98884105,0,1,4
98884119,9,0,630
98884139,1,0,56
98884143,3,4,68
98884153,0,0,2
98884181,1,0,28
98884193,0,0,25
98884194,0,1,97
98884213,0,0,36
98884214,0,0,15
98884246,0,2,54
98884252,8,0,72
98884256,2,0,45
98884259,0,0,23
98884262,9,0,251
98884267,1,0,16
98884280,3,6,30
98884284,3,0,33
98884312,0,0,5
98884313,0,0,15
98884321,1,0,17
98884357,1,0,10
98884359,0,0,15
98884378,1,0,39
98884402,0,0,14
98884437,1,0,57
98884447,0,0,7
98884457,0,0,4
98884478,1,0,12
98884481,1,0,154
98884486,0,0,10
98884493,5,0,29
98884517,0,0,15
98884518,0,0,73
98884522,1,1,18
98884540,1,0,17
98884552,0,0,21
98884560,0,0,17
98884585,0,0,191
98884594,0,0,8
98884598,0,2,2
98884612,0,10,3110
98884623,0,0,223
98884624,0,1,9
98884626,0,0,6
98884644,3,0,298
98884646,0,0,23
98884686,1,1,219
98884715,6,0,378
98884716,10,18,836
98884722,5,0,99
98884727,0,0,69
98884734,0,0,45
98884737,0,0,10
98884741,0,0,17
98884755,5,7,114
98884764,0,0,6
98884784,0,0,22
98884792,3,1,68
98884800,0,0,79
98884806,0,0,51
98884826,3,0,28
98884827,0,0,25
98884829,0,0,15
98884838,1,0,100
98884843,2,0,4
98884847,1,0,46
98884849,0,0,12
98884855,1,0,12
98884859,3,0,58
98884904,0,0,7
98884918,0,0,290
98884976,1,1,1
98884984,1,1,24
98884985,0,1,43
98884999,2,0,52
98885003,0,9,1244
98885009,0,0,30
98885018,0,0,4
98885046,0,0,23
98885047,1,0,35
98885059,2,0,43
98885078,0,3,29
98885080,0,0,24
98885093,0,0,524
98885098,0,0,11
98885103,10,1,284
98885116,1,0,21
98885119,0,0,13
98885125,0,0,31
98885127,1,0,81
98885143,1,0,7
98885168,0,0,29
98885191,0,0,42
98885196,0,0,12
98885199,1,3,34
98885223,0,0,12
98885240,1,0,5
98885242,0,0,22
98885243,0,0,8
98885260,1,0,9
98885272,0,0,4
98885291,1,0,9
98885324,2,1,36
98885374,5,0,59
98885400,0,0,52
98885407,0,0,22
98885456,5,0,126
98885476,0,0,25
98885483,0,0,18
98885506,0,0,43
98885513,0,0,18
98885518,1,0,17
98885521,1,0,18
98885575,1,0,18
98885579,0,0,274
98885580,0,3,141
98885599,1,0,18
98885628,0,0,197
98885630,0,0,20
98885655,1,0,23
98885660,3,0,75
98885662,0,0,177
98885674,1,0,18
98885675,1,0,8
98885693,0,0,18
98885714,0,0,113
98885715,0,0,36
98885717,5,0,55
98885721,1,0,64
98885737,0,0,42
98885741,1,0,20
98885746,1,0,18
98885758,3,0,16
98885783,0,0,22
98885788,6,1,113
98885818,1,0,31
98885826,0,0,23
98885868,0,0,40
98885871,0,0,40
98885872,0,0,40
98885877,0,0,88
98885900,0,0,41
98885916,0,0,129
98885922,0,5,926
98885993,0,0,10
98885997,1,0,65
98886011,0,2,2592
98886026,1,0,386
98886030,4,0,111
98886056,0,0,57
98886082,0,0,20
98886113,0,0,14
98886125,0,0,28
98886132,0,2,60
98886141,1,0,16
98886151,0,0,7
98886154,2,1,86
98886159,0,0,9
98886178,2,0,16
98886189,1,0,14
98886209,0,0,8
98886220,0,0,47
98886229,7,0,50
98886258,1,0,39
98886275,0,0,26
98886314,0,2,204
98886337,0,0,4
98886372,0,6,316
98886379,0,0,16
98886383,0,0,27
98886398,0,0,4
98886404,0,0,58
98886458,0,0,36
98886494,0,0,15
98886514,0,0,4
98886525,0,0,13
98886528,1,0,46
98886596,14,0,82
98886611,0,0,11
98886626,0,0,12
98886634,0,0,42
98886636,0,0,55
98886651,3,0,78
98886656,0,0,30
98886686,1,0,113
98886687,7,0,97
98886689,3,0,48
98886712,24,8,604
98886737,1,0,93
98886747,1,0,196
98886758,0,0,18
98886780,1,0,8
98886826,1,0,21
98886827,0,0,2
98886835,13,2,225
98886860,1,0,21
98886876,0,0,17
98886877,0,0,18
98886878,1,0,14
98886898,27,0,388
98886903,1,0,6
98886919,1,1,11
98886940,1,0,6
98886954,18,0,614
98886987,0,0,85
98887003,0,0,12
98887020,0,1,7
98887021,0,0,9
98887023,1,0,19
98887030,0,0,16
98887062,3,0,380
98887067,0,1,39
98887082,0,0,16
